! ReWire,JACK,VST,VST3,LADSPA,LV2,DSSI,RTAS,AU,DXi,MAS
ACID Pro,,,,,,,,,,
Acoustica,,,,,,,,,,
Ardour,,,,,,,,,,
Audacity,,,,,,,,,Only on OS X[2],
AudioDesk,Returns only,,Via converter,,,,,,,
Audiotool,,,,,,,,,,
Audition,",,,,,,,,,"
BIAS Peak,,,,,,,,,,
Bitwig Studio,,,,,,,,,,
Cakewalk by BandLab,,,,,,,,,,
Cubase,,,,,,,,,,
Diamond Cut ART,,,,,,,,,,
Digital Performer,,,,,,,,,,
Ecasound,,,,,,,,,,
FL Studio,,,,,,,,,,
GarageBand,,,,,,,,,,
Goldwave,,,Beta,,,,,,,
! ReWire,JACK,VST,VST3,LADSPA,LV2,DSSI,RTAS,AU,DXi,MAS
Harrison Mixbus,,,,,,,,,,
Jokosher,,,,,,,,,,
Kristal,,,,,,,,,,
Live,,,,,,,,,,
LMMS,,,,,,,,,,
Logic Express/Studio,,,,,,,,,,
Mixcraft,,,,,,,,,,DirectX effects only
mp3DirectCut,,,,,,,,,,
MuLab,,,,,,,,,,
MusE,,,,,,,,,,
n-Track,,,,,,,,,,
Nuendo,,,,,,,,,,
NU-Tech,,,,,,,,,,
Podium,,,,,,,,,,
Pro Tools,,,,,,,,Before version 11,,
Qtractor,,,,,,,,,,
! ReWire,JACK,VST,VST3,LADSPA,LV2,DSSI,RTAS,AU,DXi,MAS
REAPER,,,,,,,,,,
Reason,,,,,,,,,,
Record,,,,,,,,,,
Renoise,,,,,,,,,,
RiffWorks,,,,,,,,,,
Rosegarden,,,,,,,,,,
Samplitude,,,,,,,,,,
Sound Forge,,,,,,,,,,
Soundbooth,,,,,,,,,,
Soundscape 32,,,,,,,,,,
SoX,,,,,,,,,,
SpectraLayers,,,,,,,,,,
Studio One,,,,,,,,,,
Sweep,,,,,,,,,,
Total Recorder,,,,,,,,,,
Tracktion,,,,,,,,,,
Traverso,,,,,,,,,,
WaveLab,,,,,,,,,,
WavePad,,,,,,,,,,
WaveSurfer,,,,,,,,,,
! ReWire,JACK,VST,VST3,LADSPA,LV2,DSSI,RTAS,AU,DXi,MAS
